Year,Date,User,Release,Score,Band
2007,2007.12.18.17:55,36894,36249,40,2526
2007,2007.12.18.17:55,69704,144779,40,45651
2007,2007.12.18.18:35,25436,106622,83,35010
2007,2007.12.18.19:16,75829,79194,80,36186
2007,2007.12.18.19:36,88990,156755,82,11299
2007,2007.12.18.19:36,135946,101037,89,148
2007,2007.12.18.19:37,88990,169692,85,6922
2007,2007.12.18.19:38,81162,178286,80,94098
2007,2007.12.18.20:12,29518,84573,100,1676
2007,2007.12.18.20:39,79861,152010,60,529
2007,2007.12.18.20:39,134327,160018,77,97879
2007,2007.12.18.20:43,79861,6617,80,530
2007,2007.12.18.20:56,85186,114541,100,35791
2007,2007.12.18.21:03,69704,121577,0,63438
2007,2007.12.18.21:26,29518,68603,88,2565
2007,2007.12.18.21:55,38250,178503,0,57745
2007,2007.12.18.23:06,66022,152947,90,240
2007,2007.12.18.23:49,23414,176329,74,110684
2007,2007.12.19.00:28,29088,180151,72,28589
2007,2007.12.19.01:18,29518,11672,70,1709
2007,2007.12.19.01:49,124768,69212,95,5015
2007,2007.12.19.02:35,29518,15343,87,802
2007,2007.12.19.02:44,18291,720,50,162
2007,2007.12.19.03:54,66976,167335,89,1544
2007,2007.12.19.04:21,29088,142839,85,8294
2007,2007.12.19.06:36,57422,17202,89,6879
2007,2007.12.19.07:10,53285,173807,70,108684
2007,2007.12.19.07:22,53285,169737,70,89867
2007,2007.12.19.07:34,53285,173825,70,108694
2007,2007.12.19.09:27,69704,115882,15,63438
2007,2007.12.19.10:38,136516,139632,88,748
2007,2007.12.19.10:46,136516,142226,55,10073
2007,2007.12.19.10:54,136516,143826,90,2282
2007,2007.12.19.10:57,29518,89658,55,1709
2007,2007.12.19.10:59,136516,130697,92,4339
2007,2007.12.19.11:39,25436,23686,41,5661
2007,2007.12.19.12:07,87356,15927,99,7106
2007,2007.12.19.12:18,136516,457181,89,909
2007,2007.12.19.12:29,136287,157525,75,39
2007,2007.12.19.12:42,136516,154928,80,94190
2007,2007.12.19.12:46,80175,115763,92,49058
2007,2007.12.19.13:00,64241,59174,70,5585
2007,2007.12.19.15:54,125316,85840,88,15590
2007,2007.12.19.16:01,49126,124128,60,71378
2007,2007.12.19.16:02,49126,64325,80,16746
2007,2007.12.19.16:04,49126,173387,70,108385
2007,2007.12.19.16:05,49126,115690,90,2849
2007,2007.12.19.17:21,36894,25451,65,2992
2007,2007.12.19.17:30,97146,100546,78,5662
2007,2007.12.19.18:21,126069,7790,83,830
2007,2007.12.19.18:50,29518,2475,89,900
2007,2007.12.19.18:57,136572,125055,72,72070
2007,2007.12.19.19:03,81162,123539,100,12779
2007,2007.12.19.19:39,29518,99544,95,10634
2007,2007.12.19.19:42,88990,155720,98,32715
2007,2007.12.19.19:53,97146,60569,88,6325
2007,2007.12.19.20:18,134327,101813,20,44191
2007,2007.12.19.20:23,98272,180111,80,113951
2007,2007.12.19.20:33,3496,155494,60,31945
2007,2007.12.19.20:40,26180,7066,92,2776
2007,2007.12.19.21:18,81162,33289,100,14162
2007,2007.12.19.21:25,84346,178825,58,33281
2007,2007.12.19.22:06,121314,3982,95,544
2007,2007.12.19.22:17,29772,76213,79,35681
2007,2007.12.20.00:25,112409,149568,81,4478
2007,2007.12.20.00:29,88990,154084,96,14633
2007,2007.12.20.00:54,70632,104518,98,269
2007,2007.12.20.01:50,29518,1943,84,686
2007,2007.12.20.02:16,29518,77020,79,39
2007,2007.12.20.02:39,29518,82125,80,39
2007,2007.12.20.03:42,29518,95633,100,39
2007,2007.12.20.04:07,127877,8213,82,3190
2007,2007.12.20.04:40,29088,131189,85,43479
2007,2007.12.20.05:13,136506,434,97,97
2007,2007.12.20.06:35,57422,46729,91,20156
2007,2007.12.20.08:20,118750,160860,57,42071
2007,2007.12.20.08:31,118750,58312,25,13296
2007,2007.12.20.09:44,133727,1128,98,292
2007,2007.12.20.11:29,6359,163703,85,496
2007,2007.12.20.12:00,98272,46939,0,20337
2007,2007.12.20.13:29,76050,17837,90,3966
2007,2007.12.20.13:47,64241,152917,89,6184
2007,2007.12.20.14:12,76050,120528,84,38335
2007,2007.12.20.14:39,123138,1274,90,320
2007,2007.12.20.14:52,87876,99442,65,18018
2007,2007.12.20.15:37,29518,16810,80,7566
2007,2007.12.20.16:05,97737,140095,90,23585
2007,2007.12.20.16:21,21543,1599,30,258
2007,2007.12.20.17:08,29518,75596,88,7566
2007,2007.12.20.17:10,64241,108876,40,17237
2007,2007.12.20.17:34,64241,106137,55,4980
2007,2007.12.20.18:08,35774,95123,68,32434
2007,2007.12.20.18:31,29088,164869,69,101563
2007,2007.12.20.19:02,29518,32439,84,1162
2007,2007.12.20.19:34,60052,113160,65,42960
2007,2007.12.20.19:37,106395,80,100,25
2007,2007.12.20.19:51,29518,41171,41,1162
2007,2007.12.20.20:46,84033,477,57,106
2007,2007.12.20.20:48,84033,476,81,106
2007,2007.12.20.20:50,84033,7747,48,646
2007,2007.12.20.20:51,76050,152660,80,38335
2007,2007.12.20.21:22,113491,165980,100,82141
2007,2007.12.20.21:45,22927,172143,65,331
2007,2007.12.20.21:46,22927,172144,70,331
2007,2007.12.20.21:47,22927,155720,70,32715
2007,2007.12.20.21:48,22927,147688,70,88428
2007,2007.12.20.21:51,94599,179207,65,5155
2007,2007.12.20.22:04,106395,239,94,75
2007,2007.12.20.23:23,82271,51968,80,21416
2007,2007.12.20.23:29,3554,172143,75,331
2007,2007.12.20.23:52,3554,172144,79,331
2007,2007.12.21.01:00,29088,149191,75,89107
2007,2007.12.21.01:17,66976,159307,17,1746
2007,2007.12.21.02:42,16116,180214,70,1815
2007,2007.12.21.04:43,2545,149308,60,6600
2007,2007.12.21.07:12,57422,636702,83,9484
2007,2007.12.21.07:30,69704,61555,76,28331
2007,2007.12.21.07:37,69704,138677,25,64176
2007,2007.12.21.07:52,69704,134474,10,64176
2007,2007.12.21.08:04,133727,160125,15,97962
2007,2007.12.21.08:26,16409,134926,90,80173
2007,2007.12.21.08:57,136637,19143,92,2451
2007,2007.12.21.08:59,85731,92664,85,3995
2007,2007.12.21.09:27,133727,3682,94,78
2007,2007.12.21.13:26,81162,28321,80,12092
2007,2007.12.21.14:01,104221,2013,98,549
2007,2007.12.21.15:13,64241,23700,30,10581
2007,2007.12.21.15:20,81162,25965,100,3036
2007,2007.12.21.15:43,127890,32930,95,14424
2007,2007.12.21.16:59,81162,482036,35,13677
2007,2007.12.21.18:08,8081,60066,85,23136
2007,2007.12.21.18:11,8081,162841,97,127
2007,2007.12.21.18:13,8081,139775,75,2788
2007,2007.12.21.18:15,8081,144883,90,49088
2007,2007.12.21.18:17,8081,148934,80,89459
2007,2007.12.21.18:19,8081,160063,60,6231
2007,2007.12.21.18:21,8081,155792,80,28825
2007,2007.12.21.18:23,8081,176885,80,108338
2007,2007.12.21.18:25,8081,151553,85,22786
2007,2007.12.21.18:28,8081,168795,90,104187
2007,2007.12.21.18:30,8081,129596,95,75922
2007,2007.12.21.19:39,133961,2725,95,538
2007,2007.12.21.19:49,96068,34494,97,9344
2007,2007.12.21.21:00,103501,41827,98,16129
2007,2007.12.21.21:05,29518,115174,88,163
2007,2007.12.21.21:18,29518,11852,85,163
2007,2007.12.21.22:16,54744,121285,90,5058
2007,2007.12.21.22:23,103501,29105,79,13133
2007,2007.12.21.22:32,54744,122532,0,25
2007,2007.12.21.23:59,29088,155971,82,58860
2007,2007.12.22.00:38,29518,31949,84,365
2007,2007.12.22.00:57,29518,1566,75,365
2007,2007.12.22.02:01,29518,5032,89,365
2007,2007.12.22.02:31,70271,58887,86,27518
2007,2007.12.22.03:02,57422,511,78,120
2007,2007.12.22.03:56,57422,42651,42,3950
2007,2007.12.22.04:24,29088,179123,83,95262
2007,2007.12.22.07:18,54744,153926,65,263
2007,2007.12.22.07:31,36894,79958,58,38283
2007,2007.12.22.07:49,131677,134764,85,21664
2007,2007.12.22.09:30,134227,170953,84,106461
2007,2007.12.22.09:58,92770,171353,40,84950
2007,2007.12.22.10:03,23414,154660,80,61789
2007,2007.12.22.10:45,133961,165586,95,41634
2007,2007.12.22.11:26,133962,178385,75,3010
2007,2007.12.22.11:55,60052,150083,90,90366
2007,2007.12.22.14:06,60052,167701,90,90366
2007,2007.12.22.14:26,60052,165542,75,102069
2007,2007.12.22.14:38,29518,5036,87,365
2007,2007.12.22.14:54,103501,42851,65,18637
2007,2007.12.22.15:16,29518,6115,81,1407
2007,2007.12.22.15:44,88990,172482,71,60323
2007,2007.12.22.15:51,29088,142676,84,49218
2007,2007.12.22.16:13,66548,171587,90,97678
2007,2007.12.22.16:24,103501,3744,97,1284
2007,2007.12.22.16:46,29772,8336,80,2797
2007,2007.12.22.17:54,29518,142493,91,16095
2007,2007.12.22.18:11,88990,1140,60,302
2007,2007.12.22.18:16,88990,102678,23,302
2007,2007.12.22.18:22,97146,124145,94,8359
2007,2007.12.22.18:36,29518,106868,88,4220
2007,2007.12.22.19:04,29518,169953,70,39
2007,2007.12.22.19:07,77125,180521,0,13677
2007,2007.12.22.19:13,97146,180580,81,46010
2007,2007.12.22.19:17,29518,169954,60,39
2007,2007.12.22.19:45,29518,97762,84,6716
2007,2007.12.22.20:08,133552,131406,100,10936
2007,2007.12.22.20:41,29518,36134,80,6716
2007,2007.12.22.21:07,29518,25096,70,11122
2007,2007.12.22.21:37,29518,53527,75,4220
2007,2007.12.22.22:12,29518,30595,95,614
2007,2007.12.22.23:26,29088,155760,60,94818
2007,2007.12.22.23:44,89641,117045,73,2106
2007,2007.12.23.00:14,134505,168594,85,104500
2007,2007.12.23.00:29,66976,160119,71,97961
2007,2007.12.23.01:11,29518,11851,95,163
2007,2007.12.23.02:14,41073,105763,5,128
2007,2007.12.23.04:23,136946,26440,98,9387
2007,2007.12.23.04:42,136949,130070,98,14412
2007,2007.12.23.06:38,16409,4534,90,1534
2007,2007.12.23.08:07,54744,503552,88,779
2007,2007.12.23.09:53,131677,128535,65,64159
2007,2007.12.23.10:08,28620,153503,99,255
2007,2007.12.23.10:13,84912,18081,84,592
2007,2007.12.23.11:23,134227,165085,89,35846
2007,2007.12.23.11:28,104378,80938,92,39068
2007,2007.12.23.12:11,133727,118993,1,19770
2007,2007.12.23.13:07,133727,152619,1,90772
2007,2007.12.23.13:15,116748,153124,66,30994
2007,2007.12.23.14:17,103501,24054,77,5980
2007,2007.12.23.16:49,103501,28159,90,1505
2007,2007.12.23.16:53,126069,170109,74,72457
2007,2007.12.23.17:35,97146,122027,100,150
2007,2007.12.23.17:54,81162,161813,80,99306
2007,2007.12.23.18:22,25436,56403,71,25938
2007,2007.12.23.18:31,81747,145416,82,720
2007,2007.12.23.18:37,29518,6846,87,2607
2007,2007.12.23.19:13,108042,157525,72,39
2007,2007.12.23.20:22,27723,9729,72,4081
2007,2007.12.23.20:48,23414,65847,20,9475
2007,2007.12.23.20:48,81162,133605,100,44398
2007,2007.12.23.21:24,103501,22547,87,207
2007,2007.12.23.21:44,112409,11432,5,350
2007,2007.12.23.21:45,113846,3291,85,1161
2007,2007.12.23.21:57,29518,40460,85,802
2007,2007.12.23.22:16,135720,135622,97,61432
2007,2007.12.23.22:18,29518,66942,94,163
2007,2007.12.23.22:26,103501,69087,85,5980
2007,2007.12.23.22:37,29518,66941,92,163
2007,2007.12.23.23:05,97743,108590,80,58118
2007,2007.12.23.23:08,29518,93261,99,163
2007,2007.12.23.23:19,62359,162395,22,4
2007,2007.12.24.00:11,12347,7906,10,3229
2007,2007.12.24.00:15,83846,529724,85,35741
2007,2007.12.24.00:28,12347,7903,1,3229
2007,2007.12.24.00:44,12347,10109,88,892
2007,2007.12.24.01:11,35800,169446,80,105291
2007,2007.12.24.02:59,88990,3153,88,170
2007,2007.12.24.04:30,24693,114227,98,13979
2007,2007.12.24.08:11,137072,158395,85,146
2007,2007.12.24.08:27,79861,34801,50,15306
2007,2007.12.24.08:29,79861,164965,10,2052
2007,2007.12.24.08:31,79861,3449,50,1195
2007,2007.12.24.08:34,79861,6994,60,2707
2007,2007.12.24.08:35,79861,111470,60,59080
2007,2007.12.24.11:54,96041,172143,2,331
2007,2007.12.24.11:56,96041,172144,15,331
2007,2007.12.24.12:30,135318,5165,93,1400
2007,2007.12.24.12:37,123138,9023,70,792
2007,2007.12.24.12:59,135318,13235,65,5329
2007,2007.12.24.14:25,103501,20748,96,304
2007,2007.12.24.15:39,103501,37404,89,1505
2007,2007.12.24.18:20,438,131344,100,20461
2007,2007.12.24.18:30,97737,117901,87,34891
2007,2007.12.24.19:10,131264,771,65,186
2007,2007.12.24.19:24,97737,210,100,72
2007,2007.12.24.19:51,97737,7909,92,38
2007,2007.12.24.21:58,97146,28347,63,5121
2007,2007.12.24.22:25,97146,96737,86,2773
2007,2007.12.25.00:31,119567,10855,100,125
2007,2007.12.25.00:35,76242,3395,95,1157
2007,2007.12.25.05:39,66976,145699,82,140
2007,2007.12.25.07:08,94051,153442,93,761
2007,2007.12.25.08:12,64241,180363,40,46747
2007,2007.12.25.16:06,10093,100869,95,9387
2007,2007.12.25.17:01,112409,16562,92,1246
2007,2007.12.31.01:09,49126,101005,80,16746
2007,2007.12.31.01:28,22097,506077,7,19887
2007,2007.12.31.02:35,104221,3153,85,170
2007,2007.12.31.04:04,133382,4965,90,958
2007,2007.12.31.04:21,127877,3240,42,1066
2007,2007.12.31.04:35,136959,188,60,11
2007,2007.12.31.04:45,113491,154945,93,855
2007,2007.12.31.05:00,83846,103932,40,2224
2007,2007.12.31.05:06,83846,2377,67,915
2007,2007.12.31.05:08,83846,164119,80,59370
2007,2007.12.31.07:15,97743,180214,65,1815
2007,2007.12.31.09:37,2545,133404,20,78655
2007,2007.12.31.13:00,133382,3522,87,246
2007,2007.12.31.15:10,88990,179922,90,73597
2007,2007.12.31.15:31,53285,173614,83,108574
2007,2007.12.31.17:00,123138,10779,74,792
2007,2007.12.31.19:31,84912,151018,79,80383
2007,2007.12.31.20:31,29772,1348,79,368
2007,2007.12.31.21:10,113491,157439,87,96013
2007,2007.12.31.21:19,29772,9284,84,3844
2007,2007.12.31.23:30,75829,6703,88,913
2008,2008.01.01.00:47,66976,156700,15,387
2008,2008.01.01.01:39,133382,4739,62,658
2008,2008.01.01.02:54,31938,176406,85,104839
2008,2008.01.01.03:55,125985,158717,90,165
2008,2008.01.01.06:18,80507,38218,92,16713
2008,2008.01.01.06:38,80507,38217,93,16713
2008,2008.01.01.07:18,80507,2907,96,1103
2008,2008.01.01.11:27,125784,24322,90,6396
2008,2008.01.01.11:32,73291,170953,98,106461
2008,2008.01.01.13:04,3871,20081,100,3245
2008,2008.01.01.13:05,3871,84748,83,8943
2008,2008.01.01.14:55,133382,19914,79,1361
2008,2008.01.01.15:45,133382,161256,35,98854
2008,2008.01.01.16:53,134373,105487,95,9099
2008,2008.01.01.17:18,133382,1133,66,83
2008,2008.01.01.17:36,84912,119796,43,9623
2008,2008.01.01.18:20,49126,173041,80,20506
2008,2008.01.01.19:28,77125,177691,63,18408
2008,2008.01.01.23:15,123229,129603,87,1702
2008,2008.01.02.00:01,136870,138952,90,24477
2008,2008.01.02.00:32,90157,493,95,117
2008,2008.01.02.01:23,133382,12740,76,1682
2008,2008.01.02.02:25,133382,1364,85,371
2008,2008.01.02.03:57,29088,180600,78,103850
2008,2008.01.02.04:21,134154,65505,97,5818
2008,2008.01.02.04:58,84346,45590,78,15285
2008,2008.01.02.05:54,130904,123440,91,3666
2008,2008.01.02.07:15,104164,161251,2,98854
2008,2008.01.02.07:17,48336,43724,99,742
2008,2008.01.02.08:00,100607,342,60,69
2008,2008.01.02.12:54,18846,177069,75,111292
2008,2008.01.02.18:18,18846,176001,60,110416
2008,2008.01.02.18:53,127890,7218,75,2381
2008,2008.01.02.21:07,64241,12521,30,3540408439
2008,2008.01.02.21:31,127890,93314,100,2707
2008,2008.01.02.22:25,133382,2066,86,401
2008,2008.01.02.23:57,75829,4531,75,1531
2008,2008.01.03.02:49,132268,10475,95,4312
2008,2008.01.03.03:04,132268,176945,84,86985
2008,2008.01.03.03:43,83846,55411,95,4844
2008,2008.01.03.04:41,133552,116209,100,184
2008,2008.01.03.04:45,135946,150833,45,148
2008,2008.01.03.05:47,97441,109557,4,59034
2008,2008.01.03.06:36,29088,170247,92,105904
2008,2008.01.03.07:19,78030,93424,100,26171
2008,2008.01.03.14:25,65857,178859,77,2927
2008,2008.01.03.16:26,438,75542,100,7836
2008,2008.01.03.20:58,69704,176557,90,110895
2008,2008.01.03.21:17,78030,132722,70,75647
2008,2008.01.04.03:49,96041,1516,80,260
2008,2008.01.04.06:40,132268,30974,78,8905
2008,2008.01.04.06:46,133552,118168,90,770
2008,2008.01.04.06:58,29088,181429,71,105756
2008,2008.01.04.10:59,134934,176780,100,111061
2008,2008.01.04.12:42,438,136686,95,35470
2008,2008.01.04.12:59,115206,75843,60,3231
2008,2008.01.04.14:32,84346,4976,43,850
2008,2008.01.04.14:53,38074,122792,40,1361
2008,2008.01.04.18:44,133727,1392,96,168
2008,2008.01.04.18:48,133382,97630,87,46849
2008,2008.01.04.18:49,133382,35043,77,15424
2008,2008.01.04.20:37,135385,93559,80,28042
2008,2008.01.04.23:06,3554,137751,65,547
2008,2008.01.04.23:35,133382,161248,20,98854
2008,2008.01.05.00:23,94364,141644,85,782
2008,2008.01.05.00:38,118384,176406,87,104839
2008,2008.01.05.03:12,94599,155792,80,28825
2008,2008.01.05.04:08,92991,11397,66,4736
2008,2008.01.05.07:41,77125,38041,76,13345
2008,2008.01.05.11:38,26602,163756,85,313
2008,2008.01.05.11:59,136150,16571,50,29
2008,2008.01.05.12:03,125312,162774,63,100016
2008,2008.01.05.16:59,7812,175374,90,1555
2008,2008.01.05.18:24,66976,173373,91,221
2008,2008.01.05.18:48,29088,137905,61,14746
2008,2008.01.05.18:59,134327,10331,65,4273
2008,2008.01.06.01:43,40130,9556,55,1208
2008,2008.01.06.05:13,49221,6318,65,2257
2008,2008.01.06.08:59,438,141886,90,27495
2008,2008.01.06.11:33,133382,4980,72,958
2008,2008.01.06.13:58,131264,159038,90,10
2008,2008.01.06.15:18,73291,122387,12,15958
2008,2008.01.06.19:57,6259,176406,89,104839
2008,2008.01.06.20:03,69704,174931,85,87503
2008,2008.01.06.20:09,136442,444508,75,286
2008,2008.01.06.20:29,119332,168491,94,87542
2008,2008.01.06.21:18,66687,131072,98,629
2008,2008.01.07.00:58,132268,166739,93,42357
2008,2008.01.07.03:06,116844,16299,90,6967
2008,2008.01.07.03:15,133556,19341,84,3119
2008,2008.01.07.03:38,29088,168150,85,94818
2008,2008.01.07.03:47,113491,152463,88,92005
2008,2008.01.07.03:52,100607,1646,97,528
2008,2008.01.07.04:30,106224,191,99,68
2008,2008.01.07.04:34,2854,99314,90,9164
2008,2008.01.07.04:44,93268,82095,49,39959
2008,2008.01.07.04:48,38591,434547,68,383
2008,2008.01.07.09:53,76050,141424,90,3233
2008,2008.01.07.09:54,76050,145249,91,45354
2008,2008.01.07.09:55,76050,152191,84,11866
2008,2008.01.07.09:56,76050,157375,90,4237
2008,2008.01.07.09:56,76050,529724,84,35741
2008,2008.01.07.16:04,109455,167307,90,159
2008,2008.01.07.16:48,69704,178711,70,112582
2008,2008.01.07.18:23,4085,653,83,146
2008,2008.01.07.19:20,66546,1117,97,283
2008,2008.01.07.19:21,66546,4594,98,1621
2008,2008.01.07.19:23,66546,12466,86,1621
2008,2008.01.07.19:33,83846,58312,55,13296
2008,2008.01.07.20:27,108939,132722,90,75647
2008,2008.01.07.23:40,93268,35639,85,15652
2008,2008.01.08.02:43,29088,172505,75,107717
2008,2008.01.08.06:32,125931,99654,79,52383
2008,2008.01.08.08:14,87876,40987,65,5374
2008,2008.01.08.08:46,87876,176942,10,111170
2008,2008.01.08.09:18,118750,18001,87,104
2008,2008.01.08.12:05,18846,180394,80,114205
2008,2008.01.08.12:59,18846,181166,85,114833
2008,2008.01.08.15:02,138262,55147,98,25102
2008,2008.01.08.15:04,123138,137087,70,81757
2008,2008.01.08.15:44,134154,37760,89,6367
2008,2008.01.08.15:52,125931,7956,76,3242
2008,2008.01.08.19:04,62512,158393,39,146
2008,2008.01.08.19:11,137891,50279,100,4936
2008,2008.01.08.19:20,69704,179100,60,112976
2008,2008.01.08.19:27,138302,176406,88,104839
2008,2008.01.08.21:34,106415,32900,76,17431
2008,2008.01.08.23:17,88990,164322,95,7412
2008,2008.01.09.00:16,29088,139644,87,83853
2008,2008.01.09.00:33,138196,20035,85,9081
2008,2008.01.09.00:50,138196,141739,88,85296
2008,2008.01.09.01:02,138196,165542,85,102069
2008,2008.01.09.01:17,58920,122532,97,25
2008,2008.01.09.01:20,40130,7701,60,84
2008,2008.01.09.01:20,138196,108826,90,2563
2008,2008.01.09.01:46,138196,162395,10,4
2008,2008.01.09.02:17,138196,173188,95,15582
2008,2008.01.09.02:26,28144,37616,80,16537
2008,2008.01.09.02:40,138196,19769,5,8957
2008,2008.01.09.02:58,138196,154842,55,90364
2008,2008.01.09.03:15,138196,124399,98,51
2008,2008.01.09.07:16,138273,157668,89,17035
2008,2008.01.09.09:45,127877,1646,63,528
2008,2008.01.09.10:22,18846,181376,90,114990
2008,2008.01.09.11:35,18846,180753,70,114481
2008,2008.01.09.12:24,7998,170025,75,1185
2008,2008.01.09.12:27,7998,168869,5,21597
2008,2008.01.09.12:29,7998,171899,95,5354
2008,2008.01.09.12:34,7998,535538,95,1703
2008,2008.01.09.12:35,7998,142312,90,77171
2008,2008.01.09.12:43,7998,130249,95,4009
2008,2008.01.09.14:52,87876,177638,40,111181
2008,2008.01.09.15:05,118704,32368,100,3235
2008,2008.01.09.15:10,87876,104300,45,46164
2008,2008.01.09.19:05,138262,107863,85,1932
2008,2008.01.09.21:09,15994,7882,25,3221
2008,2008.01.09.21:35,29772,8400,78,1568
2008,2008.01.09.22:47,75829,2430,97,607
2008,2008.01.09.23:49,113491,84285,94,2993
2008,2008.01.10.00:08,80507,4777,94,1657
2008,2008.01.10.00:48,6038,73488,87,34998
2008,2008.01.10.02:10,136959,187,83,11
2008,2008.01.10.02:39,29088,154161,79,23631
2008,2008.01.10.04:58,49126,165464,80,2371
2008,2008.01.10.07:12,17742,132515,90,53989
2008,2008.01.10.07:45,109455,807,40,157
2008,2008.01.10.09:09,76050,175632,85,110105
2008,2008.01.10.09:50,17742,133175,95,43127
2008,2008.01.10.12:10,84346,75723,73,34852
2008,2008.01.10.12:38,84346,178728,86,9173
2008,2008.01.10.14:24,2325,3993,84,983
2008,2008.01.10.16:17,138425,164764,70,4558
2008,2008.01.10.16:19,138425,174644,81,109298
2008,2008.01.10.16:23,63841,165732,0,102219
2008,2008.01.10.16:31,138425,159369,78,97447
2008,2008.01.10.17:43,40130,351,87,84
2008,2008.01.10.18:00,138425,153124,86,30994
2008,2008.01.10.18:02,138425,160269,88,98074
2008,2008.01.10.18:04,138425,162055,91,12739
2008,2008.01.10.18:05,138425,171191,96,400
2008,2008.01.10.18:07,138425,139495,97,17328
2008,2008.01.10.18:20,138425,149307,88,66205
2008,2008.01.10.18:23,138425,171035,79,7401
2008,2008.01.10.18:32,133382,35042,92,15424
2008,2008.01.10.18:45,131264,48202,95,21
2008,2008.01.10.18:48,69018,10861,97,195
2008,2008.01.10.20:59,87876,152553,70,92335
2008,2008.01.10.21:04,119332,35014,93,6231
2008,2008.01.10.21:20,137891,114047,92,2840
2008,2008.01.11.02:39,29088,119808,80,19620
2008,2008.01.11.03:34,25102,1376,80,373
2008,2008.01.11.04:54,61113,6344,100,1080
2008,2008.01.11.05:52,103458,164433,92,291
2008,2008.01.11.06:01,136796,172528,95,20401
2008,2008.01.11.06:29,18846,178032,90,112223
2008,2008.01.11.09:03,118750,60080,55,104
2008,2008.01.11.09:05,18846,179582,65,113554
2008,2008.01.11.14:22,76229,3994,100,983
2008,2008.01.11.14:25,107392,173471,60,3800
2008,2008.01.11.14:33,130261,135208,90,57061
2008,2008.01.11.15:05,107392,176507,50,66938
2008,2008.01.11.20:53,53285,122587,63,7223
2008,2008.01.11.21:05,124886,43189,35,5274
2008,2008.01.12.03:45,29088,161633,80,8325
2008,2008.01.12.03:58,99416,141424,85,3233
2008,2008.01.12.04:25,99416,1417,98,385
2008,2008.01.12.05:02,84912,32621,70,12081
2008,2008.01.12.05:03,84912,12773,94,2155
2008,2008.01.12.05:06,84912,176583,60,390
2008,2008.01.12.05:07,100607,64250,99,7339
2008,2008.01.12.09:21,79861,92383,40,47043
2008,2008.01.12.10:39,53285,174229,79,108907
2008,2008.01.12.10:47,49126,164323,80,18228
2008,2008.01.12.15:16,66976,141885,16,603
2008,2008.01.12.15:19,76050,75072,92,5589
2008,2008.01.12.16:43,92991,5894,91,2074
2008,2008.01.12.22:18,76229,3993,80,983
2008,2008.01.12.23:17,100607,176583,80,390
2008,2008.01.12.23:41,13913,15635,100,6145
2008,2008.01.12.23:56,86253,110441,80,59780
2008,2008.01.13.01:21,109769,104518,95,269
2008,2008.01.13.12:39,138929,431,95,97
2008,2008.01.13.14:48,136537,99,96,31
2008,2008.01.13.16:04,90017,38635,87,332
2008,2008.01.13.16:29,99515,171483,95,5344
2008,2008.01.13.16:56,138961,33188,82,11
2008,2008.01.13.18:09,76229,2619,90,983
2008,2008.01.13.19:23,138262,45268,90,19655
2008,2008.01.13.19:28,138262,51236,80,22990
2008,2008.01.13.19:30,138262,8254,90,3334
2008,2008.01.13.19:33,138262,67734,80,3334
2008,2008.01.13.19:37,138262,38746,85,16939
2008,2008.01.13.19:39,138262,38745,65,16939
2008,2008.01.13.19:42,138262,16003,85,3084
2008,2008.01.13.20:29,138262,34628,65,15214
2008,2008.01.13.21:08,31334,174499,75,1427
2008,2008.01.13.21:15,79861,174499,70,1427
2008,2008.01.13.21:41,139002,49653,85,21955
2008,2008.01.13.22:53,131817,22641,87,10196
2008,2008.01.14.00:11,98996,173634,97,916
2008,2008.01.14.00:50,138514,49120,100,21631
2008,2008.01.14.03:42,75829,431119,85,548
2008,2008.01.14.05:02,102057,174073,95,23875
2008,2008.01.14.05:19,139027,141,96,38
2008,2008.01.14.05:42,53285,18350,90,2053
2008,2008.01.14.06:41,76229,514,100,122
2008,2008.01.14.08:52,438,1312,100,353
2008,2008.01.14.09:23,117580,167286,66,103448
2008,2008.01.14.09:25,117580,167307,91,159
2008,2008.01.14.13:30,127877,6878,93,2712
2008,2008.01.14.16:43,99416,82896,98,12071
2008,2008.01.14.17:27,125931,46823,84,20240
2008,2008.01.14.17:51,125931,14621,54,307
2008,2008.01.14.18:06,99515,20319,85,9243
2008,2008.01.14.18:43,96706,11596,35,4802
2008,2008.01.14.19:29,106415,59628,86,17431
2008,2008.01.14.23:54,138514,45108,80,9081
2008,2008.01.15.01:49,138514,129052,91,49424
2008,2008.01.15.03:57,66976,155236,88,296
2008,2008.01.15.04:03,116748,168041,90,56851
2008,2008.01.15.08:47,84346,12108,90,2289
2008,2008.01.15.08:52,40130,1202,98,314
2008,2008.01.15.08:53,84346,2142,33,98
2008,2008.01.15.08:55,62863,12622,85,2291
2008,2008.01.15.12:45,10490,174043,35,425
2008,2008.01.15.13:18,138425,146689,93,69453
2008,2008.01.15.15:17,99515,135318,90,79683
2008,2008.01.15.15:39,58431,180363,97,46747
2008,2008.01.15.15:58,37891,38296,100,9278
2008,2008.01.15.16:15,99515,108071,98,24858
2008,2008.01.15.16:35,125931,158575,77,7951
2008,2008.01.15.17:32,138768,17937,86,8136
2008,2008.01.15.17:44,79624,178286,100,94098
2008,2008.01.15.18:13,135318,7436,45,613
2008,2008.01.15.20:01,40130,329,85,84
2008,2008.01.15.21:28,123274,7629,100,1350
2008,2008.01.15.22:17,53930,158396,87,808
2008,2008.01.15.23:14,133552,502965,90,9304
2008,2008.01.16.00:35,123274,172517,100,622
